Unnamed: 0,Year,state_id,Production_Loss(ton),Area_Loss(km^2),State_Code,State_Name,Price,Financial_Loss($)
0,2021,0,71221.20455432206,711.036194771929,AL,ALABAMA,0.06074972,4326668.23473779
1,2021,2,0.0,0.0,AZ,ARIZONA,0.06074972,0.0
2,2021,3,2900.792324885303,25.94121587076415,AR,ARKANSAS,0.06074972,176222.3215149312
3,2021,4,3649.515116098649,50.44574575489448,CA,CALIFORNIA,0.06074972,221707.02143876042
4,2021,5,202549.6198423413,2256.706651639579,CO,COLORADO,0.06074972,12304832.691528676
5,2021,6,3208.2750025499795,57.70072694099283,CT,CONNECTICUT,0.06074972,194901.80808791053
6,2021,7,10178.067376564197,152.20870200298253,DE,DELAWARE,0.06074972,618314.7432674095
7,2021,8,0.0,0.0,DC,DISTRICT OF COLUMBIA,0.06074972,0.0
8,2021,9,22031.34525437549,74.76111643189167,FL,FLORIDA,0.06074972,1338398.05542664
9,2021,10,219951.2604014438,951.6951255770548,GA,GEORGIA,0.06074972,13361977.483034799
10,2021,12,7356.841210781104,288.3714332683479,ID,IDAHO,0.06074972,446926.043639413
11,2021,13,3777586.109329364,25013.98986401089,IL,ILLINOIS,0.06074972,229487298.41764823
12,2021,14,1952717.9510250352,20306.94070164785,IN,INDIANA,0.06074972,118627068.7637446
13,2021,15,24314433.54648549,56454.69949994615,IA,IOWA,0.06074972,1477095029.9076006
14,2021,16,2264610.4067527936,8827.527340348515,KS,KANSAS,0.06074972,137574448.11931834
15,2021,17,114866.64082687433,3780.723486842523,KY,KENTUCKY,0.06074972,6978116.267573184
16,2021,18,68613.6504371965,848.1752774970253,LA,LOUISIANA,0.06074972,4168260.0522375647
17,2021,19,0.0,0.0,ME,MAINE,0.06074972,0.0
18,2021,20,133349.557284624,1016.46957814819,MD,MARYLAND,0.06074972,8100948.267164868
19,2021,21,7116.144697654288,81.5446801305733,MA,MASSACHUSETTS,0.06074972,432303.79786198266
20,2021,22,100038.42573111667,1093.019112780919,MI,MICHIGAN,0.06074972,6077306.352406133
21,2021,23,11313678.248836232,31418.3405428444,MN,MINNESOTA,0.06074972,687302785.7868915
22,2021,24,131056.01162484723,1023.3339319954324,MS,MISSISSIPPI,0.06074972,7961616.010526215
23,2021,25,1137758.682763423,9874.803728814602,MO,MISSOURI,0.06074972,69118521.40544677
24,2021,26,0.0,0.0,MT,MONTANA,0.06074972,0.0
25,2021,27,4804336.569849722,21166.72825845355,NE,NEBRASKA,0.06074972,291862101.40413105
26,2021,28,0.0,0.0,NV,NEVADA,0.06074972,0.0
27,2021,29,17.9767008842775,0.7737410514782166,NH,NEW HAMPSHIRE,0.06074972,1092.0795452436105
28,2021,30,44899.66427321821,414.75372833519015,NJ,NEW JERSEY,0.06074972,2727642.0326920096
29,2021,31,0.0,0.0,NM,NEW MEXICO,0.06074972,0.0
30,2021,32,176751.95095635363,1344.2158879100748,NY,NEW YORK,0.06074972,10737631.530052215
31,2021,33,81821.71324784905,1694.734917695197,NC,NORTH CAROLINA,0.06074972,4970646.169727121
32,2021,34,3098131.22064424,10366.182458242296,ND,NORTH DAKOTA,0.06074972,188210604.1773958
33,2021,35,855696.5048959595,9423.824846684814,OH,OHIO,0.06074972,51983323.07740817
34,2021,36,162260.45767225957,492.4599175020966,OK,OKLAHOMA,0.06074972,9857277.37066162
35,2021,37,1450.2798211179152,3.4448671249724283,OR,OREGON,0.06074972,88104.09305456343
