Year,state_id,Production_Loss(ton),Area_Loss(km^2),State_Code,State_Name,Price,Financial_Loss($)
2021,0,14221.970482791265,213.9568870140964,AL,ALABAMA,0.07901176,1123702.9185133877
2021,2,0.0,0.0,AZ,ARIZONA,0.07901176,0.0
2021,3,84353.54709057935,1223.5487769300246,AR,ARKANSAS,0.07901176,6664922.217869554
2021,4,2732.2397775872305,258.70266448139057,CA,CALIFORNIA,0.07901176,215879.0735691756
2021,5,374383.6305244912,15497.078939912772,CO,COLORADO,0.07901176,29580709.56292977
2021,6,0.0,0.0,CT,CONNECTICUT,0.07901176,0.0
2021,7,3742.4816294843167,62.61205162584296,DE,DELAWARE,0.07901176,295700.06031322374
2021,8,0.0,0.0,DC,DISTRICT OF COLUMBIA,0.07901176,0.0
2021,9,1855.839142618806,15.589199807086192,FL,FLORIDA,0.07901176,146633.11693520285
2021,10,26161.508061609948,581.8836978210878,GA,GEORGIA,0.07901176,2067066.7962019902
2021,12,132164.37735125012,3696.559820937518,ID,IDAHO,0.07901176,10442540.06382641
2021,13,248658.9155597081,2353.1496612256456,IL,ILLINOIS,0.07901176,19646978.558063924
2021,14,9310.00854143176,210.53465693291875,IN,INDIANA,0.07901176,735600.1604735563
2021,15,1781.3993380164698,8.543766517877957,IA,IOWA,0.07901176,140751.4969595162
2021,16,10204222.397202358,53315.66837537617,KS,KANSAS,0.07901176,806253571.0343775
2021,17,27909.227384265672,931.6004916136336,KY,KENTUCKY,0.07901176,2205157.175871027
2021,18,32473.776323168,480.98048701570895,LA,LOUISIANA,0.07901176,2565810.2211398324
2021,19,0.0,0.0,ME,MAINE,0.07901176,0.0
2021,20,13279.997972755673,269.7959283177646,MD,MARYLAND,0.07901176,1049276.0126238577
2021,21,0.0,0.0,MA,MASSACHUSETTS,0.07901176,0.0
2021,22,13703.554947114906,48.73941750652863,MI,MICHIGAN,0.07901176,1082741.9946282555
2021,23,1281179.965300904,5643.791738240274,MN,MINNESOTA,0.07901176,101228283.93516333
2021,24,23987.608038375896,227.39184530968132,MS,MISSISSIPPI,0.07901176,1895303.129302227
2021,25,181714.42681981903,2400.4100494624795,MO,MISSOURI,0.07901176,14357576.680425106
2021,26,6574831.212297147,39339.650531044455,MT,MONTANA,0.07901176,519488985.7865312
2021,27,2704740.876366624,10586.965481419127,NE,NEBRASKA,0.07901176,213706336.9856694
2021,28,1322.2680340466718,1262.541220823917,NV,NEVADA,0.07901176,104474.72456176746
2021,29,0.0,0.0,NH,NEW HAMPSHIRE,0.07901176,0.0
2021,30,1664.5607312173634,28.10473547302246,NJ,NEW JERSEY,0.07901176,131519.87300037083
2021,31,38116.19576038525,1384.1143365186026,NM,NEW MEXICO,0.07901176,3011627.711532577
2021,32,61.870091003646976,0.4101914003930372,NY,NEW YORK,0.07901176,4888.464781558314
2021,33,46229.28339410158,1150.5867483022248,NC,NORTH CAROLINA,0.07901176,3652657.044506739
2021,34,13217701.245722303,43498.77018697144,ND,NORTH DAKOTA,0.07901176,1044353838.5787116
2021,35,53338.06253405188,1271.326462649573,OH,OHIO,0.07901176,4214334.195805499
2021,36,2653611.2992301844,18124.2053828267,OK,OKLAHOMA,0.07901176,209666499.10806352
2021,37,1723009.645227553,8253.629598561307,OR,OREGON,0.07901176,136138024.56640458
2021,38,8128.132763783617,267.4344346270715,PA,PENNSYLVANIA,0.07901176,642218.0751802078
2021,39,0.0,0.0,RI,RHODE ISLAND,0.07901176,0.0
2021,40,35296.603163417625,768.5601365108625,SC,SOUTH CAROLINA,0.07901176,2788846.737963194
2021,41,4032981.786249309,19358.63374815847,SD,SOUTH DAKOTA,0.07901176,318652988.9795017
2021,42,22834.785295234997,400.0000545499177,TN,TENNESSEE,0.07901176,1804216.5753986367
2021,43,2919156.4547834257,15701.76486669016,TX,TEXAS,0.07901176,230647689.2077989
2021,44,0.0,0.0,UT,UTAH,0.07901176,0.0
2021,45,0.0,0.0,VT,VERMONT,0.07901176,0.0
2021,46,13574.530014445134,349.5871452544049,VA,VIRGINIA,0.07901176,1072547.5076141355
2021,47,1020680.5870938523,14010.828507190912,WA,WASHINGTON,0.07901176,80645769.58411856
2021,48,515.8017191772958,19.74507769016213,WV,WEST VIRGINIA,0.07901176,40754.40164322389
2021,49,71208.32562640382,266.25081973136787,WI,WISCONSIN,0.07901176,5626295.134395269
2021,50,115675.8064913756,2368.410552354964,WY,WYOMING,0.07901176,9139749.06030301
2022,0,11857.540761193875,87.08736166268665,AL,ALABAMA,0.07928652,940143.1427132135
2022,2,0.0,0.0,AZ,ARIZONA,0.07928652,0.0
2022,3,233266.74609320203,2101.6728295197377,AR,ARKANSAS,0.07928652,18494908.529453583
2022,4,2497.301343739545,239.08319702525569,CA,CALIFORNIA,0.07928652,198002.3329364323
2022,5,185447.2186491348,9092.00240864687,CO,COLORADO,0.07928652,14703464.610368999
2022,6,0.0,0.0,CT,CONNECTICUT,0.07928652,0.0
2022,7,332.78645249575584,14.874184065591038,DE,DELAWARE,0.07928652,26385.479721533797
2022,8,0.0,0.0,DC,DISTRICT OF COLUMBIA,0.07928652,0.0
2022,9,754.2638612235602,3.91348988188273,FL,FLORIDA,0.07928652,59802.956718179026
2022,10,9809.652125640545,239.53384912649165,GA,GEORGIA,0.07928652,777773.1794526416
2022,12,97851.537019053,3566.6923777710595,ID,IDAHO,0.07928652,7758307.846891886
2022,13,129234.56415091812,1670.4832033855178,IL,ILLINOIS,0.07928652,10246558.855243051
2022,14,5928.83850334448,158.9277571502862,IN,INDIANA,0.07928652,470076.9725721922
2022,15,833.1443032434112,3.7114164136364782,IA,IOWA,0.07928652,66057.11246199478
2022,16,4411131.925740309,19510.196445331818,KS,KANSAS,0.07928652,349743299.6528475
2022,17,4654.313954699319,289.62319145173205,KY,KENTUCKY,0.07928652,369024.35645554663
2022,18,186560.2680023933,1029.2205947603818,LA,LOUISIANA,0.07928652,14791714.420177117
2022,19,0.0,0.0,ME,MAINE,0.07928652,0.0
2022,20,1225.8669364707048,52.82359349120824,MD,MARYLAND,0.07928652,97194.72337582326
2022,21,0.0,0.0,MA,MASSACHUSETTS,0.07928652,0.0
2022,22,32170.33309615344,148.7256359512347,MI,MICHIGAN,0.07928652,2550673.7584348316
2022,23,697516.7877039039,2495.964497107965,MN,MINNESOTA,0.07928652,55303678.73862133
2022,24,71326.25288439481,462.3250590172243,MS,MISSISSIPPI,0.07928652,5655210.375843626
2022,25,10201.443654932616,278.02535346785845,MO,MISSOURI,0.07928652,808836.966375688
2022,26,2097530.786322918,18587.88224392728,MT,MONTANA,0.07928652,166305916.64040774
2022,27,1088858.7672073266,5656.9351456131935,NE,NEBRASKA,0.07928652,86331822.42335905
2022,28,920.2895838955948,878.7201269678941,NV,NEVADA,0.07928652,72966.55849932975
2022,29,0.0,0.0,NH,NEW HAMPSHIRE,0.07928652,0.0
2022,30,700.2318427067978,46.05843324708799,NJ,NEW JERSEY,0.07928652,55518.94600140937
2022,31,22410.63871738118,1095.553273175577,NM,NEW MEXICO,0.07928652,1776861.5548784174
2022,32,131.97662649962604,1.3552509204760097,NY,NEW YORK,0.07928652,10463.96743649513
2022,33,33989.87693010979,429.0510257595381,NC,NORTH CAROLINA,0.07928652,2694939.0570166884
2022,34,5711889.400576033,20375.823970402063,ND,NORTH DAKOTA,0.07928652,452875833.1965596
2022,35,16249.37638379737,239.7838720755156,OH,OHIO,0.07928652,1288356.5056414779
2022,36,544116.6224905995,3262.230888477675,OK,OKLAHOMA,0.07928652,43141113.47143337
2022,37,1901458.3328092024,9191.798554560506,OR,OREGON,0.07928652,150760014.13344347
2022,38,397.04853264469887,25.4670905926678,PA,PENNSYLVANIA,0.07928652,31480.59642450457
2022,39,0.0,0.0,RI,RHODE ISLAND,0.07928652,0.0
2022,40,6396.6707488613065,114.66978318545178,SC,SOUTH CAROLINA,0.07928652,507169.7632630069
2022,41,917577.3696628704,5138.7263218920025,SD,SOUTH DAKOTA,0.07928652,72751516.47132257
2022,42,13667.224388450271,259.0306758286191,TN,TENNESSEE,0.07928652,1083626.65981935
2022,43,1128201.9313848526,8814.276623570211,TX,TEXAS,0.07928652,89451204.99678375
2022,44,0.0,0.0,UT,UTAH,0.07928652,0.0
2022,45,0.0,0.0,VT,VERMONT,0.07928652,0.0
2022,46,2080.999360033009,48.01165791006465,VA,VIRGINIA,0.07928652,164995.19737924438
2022,47,1131446.2335106062,17028.19648604223,WA,WASHINGTON,0.07928652,89708434.42216335
2022,48,0.0,0.0,WV,WEST VIRGINIA,0.07928652,0.0
2022,49,14364.056825104395,104.6043194555136,WI,WISCONSIN,0.07928652,1138876.078744776
