Year,state_id,Production_Loss(ton),Area_Loss(km^2),State_Code,State_Name,Price,Financial_Loss($)
2021,0,15977.241219545806,207.24617643462935,AL,ALABAMA,0.07912344,1264174.2870002594
2021,2,0.0,0.0,AZ,ARIZONA,0.07912344,0.0
2021,3,72549.2840673486,1195.585769274193,AR,ARKANSAS,0.07912344,5740348.924945813
2021,4,2969.420706688228,272.63981059725523,CA,CALIFORNIA,0.07912344,234950.7811204036
2021,5,836238.2545811124,17469.70018784488,CO,COLORADO,0.07912344,66166047.36205337
2021,6,0.0,0.0,CT,CONNECTICUT,0.07912344,0.0
2021,7,8200.992729474112,142.7407365763496,DE,DELAWARE,0.07912344,648890.7561709811
2021,8,0.0,0.0,DC,DISTRICT OF COLUMBIA,0.07912344,0.0
2021,9,1735.0171898483422,13.435377745355096,FL,FLORIDA,0.07912344,137280.52851993393
2021,10,34659.633002194256,630.6537663546414,GA,GEORGIA,0.07912344,2742389.3922711373
2021,12,128566.11391638475,3425.442023003676,ID,IDAHO,0.07912344,10172593.200496234
2021,13,125419.975097572,1952.5749600449744,IL,ILLINOIS,0.07912344,9923659.874434233
2021,14,93894.21287348,1307.8176165441494,IN,INDIANA,0.07912344,7429233.118642023
2021,15,1948.8767698799247,8.529408687826592,IA,IOWA,0.07912344,154201.83416898805
2021,16,12213465.839677878,58009.558966064,KS,KANSAS,0.07912344,966371431.5578022
2021,17,24785.627033537043,1056.7043793477333,KY,KENTUCKY,0.07912344,1961124.0734504461
2021,18,9172.446130277009,217.4184961120056,LA,LOUISIANA,0.07912344,725755.491042205
2021,19,0.0,0.0,ME,MAINE,0.07912344,0.0
2021,20,18008.92175650812,309.1385975772277,MD,MARYLAND,0.07912344,1424927.840065765
2021,21,0.0,0.0,MA,MASSACHUSETTS,0.07912344,0.0
2021,22,67734.3722918219,217.3442907814756,MI,MICHIGAN,0.07912344,5359376.541969633
2021,23,1599874.1136236824,5439.6122050938575,MN,MINNESOTA,0.07912344,126587543.43685663
2021,24,14086.295622826983,173.31091611330294,MS,MISSISSIPPI,0.07912344,1114556.1665350134
2021,25,171823.5524417735,2122.350157078954,MO,MISSOURI,0.07912344,13595270.54221352
2021,26,4767059.729887591,38881.38325564624,MT,MONTANA,0.07912344,377186164.51417696
2021,27,2603390.0101498016,10356.870400839838,NE,NEBRASKA,0.07912344,205989173.26468724
2021,28,1561.996566522859,1253.5584241925292,NV,NEVADA,0.07912344,123590.54161147746
2021,29,0.0,0.0,NH,NEW HAMPSHIRE,0.07912344,0.0
2021,30,5124.960813452257,98.87960032203684,NJ,NEW JERSEY,0.07912344,405504.5294255409
2021,31,68951.46695371262,1734.0405315877492,NM,NEW MEXICO,0.07912344,5455677.258424063
2021,32,199.05443614092783,1.7655857187487016,NY,NEW YORK,0.07912344,15749.871734730536
2021,33,82811.47215997285,1428.0241844712446,NC,NORTH CAROLINA,0.07912344,6552328.548761282
2021,34,10164506.981406797,42896.17710262216,ND,NORTH DAKOTA,0.07912344,804250758.2729219
2021,35,193682.82582203325,2297.580384282728,OH,OHIO,0.07912344,15324851.4479601
2021,36,4546926.034740534,29256.93211973148,OK,OKLAHOMA,0.07912344,359768429.2942306
2021,37,1433054.7456031574,7972.155974200078,OR,OREGON,0.07912344,113388221.1804467
2021,38,9359.64317245609,306.376988168944,PA,PENNSYLVANIA,0.07912344,740567.1649772391
2021,39,0.0,0.0,RI,RHODE ISLAND,0.07912344,0.0
2021,40,54901.7795027887,929.049190632591,SC,SOUTH CAROLINA,0.07912344,4344017.656382131
2021,41,4467758.217401281,19437.236606603023,SD,SOUTH DAKOTA,0.07912344,353504399.24905723
2021,42,17806.5757574631,381.6915187049793,TN,TENNESSEE,0.07912344,1408917.528551086
2021,43,2760147.0814440283,16571.285834181625,TX,TEXAS,0.07912344,218392331.9898117
2021,44,330.2388428173708,1915.2807849088467,UT,UTAH,0.07912344,26129.633265329674
2021,45,0.0,0.0,VT,VERMONT,0.07912344,0.0
2021,46,22407.92590549643,363.5911769434743,VA,VIRGINIA,0.07912344,1772992.1809079924
2021,47,831205.4311196101,13320.18924867016,WA,WASHINGTON,0.07912344,65767833.0568666
2021,48,85.21837228096307,8.121960358437734,WV,WEST VIRGINIA,0.07912344,6742.770766070445
2021,49,82565.99973891635,293.5129446955869,WI,WISCONSIN,0.07912344,6532905.926382164
2021,50,84267.17497477894,2102.248364433792,WY,WYOMING,0.07912344,6667508.763086424
2022,0,11142.732392147249,97.366251289056,AL,ALABAMA,0.07935128,884190.0780143461
2022,2,0.0,0.0,AZ,ARIZONA,0.07935128,0.0
2022,3,177605.6836930373,1574.9724365812267,AR,ARKANSAS,0.07935128,14093238.336317636
2022,4,2540.997120384931,236.7348318743708,CA,CALIFORNIA,0.07935128,201631.37397885838
2022,5,538255.656999051,14070.401115700068,CO,COLORADO,0.07935128,42711275.35011565
2022,6,0.0,0.0,CT,CONNECTICUT,0.07935128,0.0
2022,7,202.18249601358156,3.318812852608906,DE,DELAWARE,0.07935128,16043.439852272593
2022,8,0.0,0.0,DC,DISTRICT OF COLUMBIA,0.07935128,0.0
2022,9,940.7648378115866,4.5928547698120346,FL,FLORIDA,0.07935128,74650.8940593418
2022,10,9515.6587664871,198.6965000004721,GA,GEORGIA,0.07935128,755079.7031639726
