Year,state_id,Production_Loss(ton),Area_Loss(km^2),State_Code,State_Name
2021,0,8355.350433876545,133.03877790690487,AL,ALABAMA
2021,2,1.0049254043101297,18.909707042068288,AZ,ARIZONA
2021,3,46998.61614369106,711.1307698246911,AR,ARKANSAS
2021,4,2375.2082679794494,134.77794747606168,CA,CALIFORNIA
2021,5,783158.7427970679,13656.77427267046,CO,COLORADO
2021,6,0.0,0.0,CT,CONNECTICUT
2021,7,2010.539007775667,47.17108310904328,DE,DELAWARE
2021,8,0.0,0.0,DC,DISTRICT OF COLUMBIA
2021,9,1231.5340461634785,8.723387110255516,FL,FLORIDA
2021,10,12531.155391509548,211.27956792249125,GA,GEORGIA
2021,12,93673.27274641013,2930.132479391539,ID,IDAHO
2021,13,96282.70570165044,1669.030935759143,IL,ILLINOIS
2021,14,71104.9988025686,1170.1918590732455,IN,INDIANA
2021,15,1584.0590796173506,8.529408687826592,IA,IOWA
2021,16,9397376.465819826,46081.281419305786,KS,KANSAS
2021,17,10555.859536498265,438.26808542314575,KY,KENTUCKY
2021,18,652.8915676454668,28.807714058521263,LA,LOUISIANA
2021,19,0.0,0.0,ME,MAINE
2021,20,5524.243362897929,158.88636423168734,MD,MARYLAND
2021,21,0.0,0.0,MA,MASSACHUSETTS
2021,22,47460.67130475574,181.82005781338643,MI,MICHIGAN
2021,23,1016442.212428462,3794.3409381189954,MN,MINNESOTA
2021,24,1336.0433573336938,26.242700266676085,MS,MISSISSIPPI
2021,25,104361.21823340669,894.6014410932987,MO,MISSOURI
2021,26,4779376.614488845,34318.582024549265,MT,MONTANA
2021,27,1501408.2417355964,7686.679705084536,NE,NEBRASKA
2021,28,7907.425411271433,1192.989551363497,NV,NEVADA
2021,29,0.0,0.0,NH,NEW HAMPSHIRE
2021,30,2487.115549112475,67.34893152664549,NJ,NEW JERSEY
2021,31,45973.339169410814,858.3513927103073,NM,NEW MEXICO
2021,32,0.0,0.0,NY,NEW YORK
2021,33,59586.66179462196,1110.6083077677172,NC,NORTH CAROLINA
2021,34,8822095.61468283,37058.687817937534,ND,NORTH DAKOTA
2021,35,250203.85799374015,2272.547778399968,OH,OHIO
2021,36,2629784.983528782,15102.608064895434,OK,OKLAHOMA
2021,37,1433973.9796854802,7773.853585895591,OR,OREGON
2021,38,2803.562566037346,119.88760354806283,PA,PENNSYLVANIA
2021,39,0.0,0.0,RI,RHODE ISLAND
2021,40,38942.77927101747,712.7299259142844,SC,SOUTH CAROLINA
2021,41,3231147.684030925,18219.02201782194,SD,SOUTH DAKOTA
2021,42,9765.919820565303,115.03109906244026,TN,TENNESSEE
2021,43,1630963.8094159223,9447.934513322274,TX,TEXAS
2021,44,14808.502545419611,1828.038917514999,UT,UTAH
2021,45,0.0,0.0,VT,VERMONT
2021,46,16939.787958941335,238.11500316389257,VA,VIRGINIA
2021,47,1320479.5701421984,12770.820469352799,WA,WASHINGTON
2021,48,68.1621172106955,3.5998001828350397,WV,WEST VIRGINIA
2021,49,65725.10052808534,250.26043711552686,WI,WISCONSIN
2021,50,79227.74231598315,1295.2115518876449,WY,WYOMING
2022,0,651.6104972390611,9.948787885532267,AL,ALABAMA
2022,2,1.1463607800516402,21.571100125759738,AZ,ARIZONA
2022,3,98493.59663837799,731.456042646468,AR,ARKANSAS
2022,4,2447.6005547633367,140.0689271763209,CA,CALIFORNIA
2022,5,565833.7425486019,12223.912142953941,CO,COLORADO
2022,6,0.0,0.0,CT,CONNECTICUT
2022,7,0.0,0.0,DE,DELAWARE
2022,8,0.0,0.0,DC,DISTRICT OF COLUMBIA
2022,9,86.6183117938385,0.39764381398594767,FL,FLORIDA
2022,10,213.88510992615818,4.300832048824518,GA,GEORGIA
2022,12,57091.091226211895,2145.8850874738937,ID,IDAHO
2022,13,19384.884777286643,308.2367697095056,IL,ILLINOIS
2022,14,9718.629568309156,212.50890950586574,IN,INDIANA
2022,15,80.17927022683462,0.9082620897268389,IA,IOWA
2022,16,2494168.8503468535,12587.159486587581,KS,KANSAS
2022,17,3987.2363206339714,201.89218045489625,KY,KENTUCKY
2022,18,85341.22317056345,612.2761797702369,LA,LOUISIANA
2022,19,0.0,0.0,ME,MAINE
2022,20,93.66877818728189,5.433949844286292,MD,MARYLAND
2022,21,0.0,0.0,MA,MASSACHUSETTS
2022,22,8785.234381948354,23.890633508919038,MI,MICHIGAN
2022,23,481132.5834448771,1736.7820246717843,MN,MINNESOTA
2022,24,13580.070244316754,84.60365446650748,MS,MISSISSIPPI
2022,25,1664.2856582453564,27.50385365948132,MO,MISSOURI
2022,26,993660.8445470483,12761.375137403411,MT,MONTANA
2022,27,559456.9292548276,3709.8905601826486,NE,NEBRASKA
2022,28,4552.45962890889,686.8274422861983,NV,NEVADA
2022,29,0.0,0.0,NH,NEW HAMPSHIRE
2022,30,17.561734288965344,1.072033976558355,NJ,NEW JERSEY
2022,31,8765.144495220435,444.3966125132946,NM,NEW MEXICO
2022,32,0.0,0.0,NY,NEW YORK
2022,33,6225.501198657853,84.25576102968321,NC,NORTH CAROLINA
2022,34,2311843.20361868,10519.073396664538,ND,NORTH DAKOTA
2022,35,21879.9309048254,240.2612217902477,OH,OHIO
2022,36,479659.4584299624,2123.039278291211,OK,OKLAHOMA
2022,37,1314352.1170757466,7453.940732609729,OR,OREGON
2022,38,783.4977535036489,51.257023951446655,PA,PENNSYLVANIA
2022,39,0.0,0.0,RI,RHODE ISLAND
2022,40,5351.59911430908,73.99935142157882,SC,SOUTH CAROLINA
2022,41,675322.8648861807,4242.154010786923,SD,SOUTH DAKOTA
2022,42,24557.84119357051,232.69346177752752,TN,TENNESSEE
2022,43,566962.2499318632,5787.268458526273,TX,TEXAS
2022,44,9599.047240040563,1169.6730460503934,UT,UTAH
2022,45,0.0,0.0,VT,VERMONT
2022,46,1087.5236496851765,18.728846606306877,VA,VIRGINIA
2022,47,1522396.6353159547,16084.636259925703,WA,WASHINGTON
2022,48,0.0,0.0,WV,WEST VIRGINIA
2022,49,4030.829906927278,27.679047181827073,WI,WISCONSIN
2022,50,59977.36825237481,1158.745113786073,WY,WYOMING
2023,0,0.0,0.0,AL,ALABAMA
2023,2,0.5377090017504652,10.118084042232415,AZ,ARIZONA
2023,3,50045.72925184837,461.919260530897,AR,ARKANSAS
2023,4,416.1553921894766,23.574276286623807,CA,CALIFORNIA
2023,5,331164.743878246,6356.821249605895,CO,COLORADO
2023,6,0.0,0.0,CT,CONNECTICUT
2023,7,0.0,0.0,DE,DELAWARE
2023,8,0.0,0.0,DC,DISTRICT OF COLUMBIA
2023,9,0.0,0.0,FL,FLORIDA
2023,10,0.0,0.0,GA,GEORGIA
2023,12,20970.478718744744,883.8517462022846,ID,IDAHO
2023,13,5174.4306746143275,28.696961501451064,IL,ILLINOIS
2023,14,10086.009232634313,154.0479060311175,IN,INDIANA
2023,15,0.0,0.0,IA,IOWA
2023,16,4436828.497381909,19703.590480415784,KS,KANSAS
2023,17,13.418532902548172,0.28853033147350515,KY,KENTUCKY
2023,18,0.0,0.0,LA,LOUISIANA
2023,19,0.0,0.0,ME,MAINE
2023,20,0.0,0.0,MD,MARYLAND
2023,21,0.0,0.0,MA,MASSACHUSETTS
2023,22,580.3142866747729,2.5778947077517533,MI,MICHIGAN
2023,23,303065.19639009493,1255.2619310802552,MN,MINNESOTA
2023,24,0.0,0.0,MS,MISSISSIPPI
2023,25,19248.82387050401,173.9434144542625,MO,MISSOURI
2023,26,2594260.0882064803,24760.497825032115,MT,MONTANA
2023,27,217350.68338723737,1453.7300243867953,NE,NEBRASKA
2023,28,2687.526651484429,408.7744936223172,NV,NEVADA
2023,29,0.0,0.0,NH,NEW HAMPSHIRE
2023,30,0.0,0.0,NJ,NEW JERSEY
2023,31,54709.039516976394,965.2539332510735,NM,NEW MEXICO
2023,32,0.0,0.0,NY,NEW YORK
2023,33,0.0,0.0,NC,NORTH CAROLINA
2023,34,3487058.611712651,14239.193684874204,ND,NORTH DAKOTA
2023,35,40867.35450704787,481.968321132226,OH,OHIO
2023,36,1747015.1032871814,9215.415694987229,OK,OKLAHOMA
2023,37,1200171.6907300688,7303.308376293332,OR,OREGON
2023,38,0.0,0.0,PA,PENNSYLVANIA
2023,39,0.0,0.0,RI,RHODE ISLAND
2023,40,0.0,0.0,SC,SOUTH CAROLINA
2023,41,1136408.5854685258,6445.773640943352,SD,SOUTH DAKOTA
2023,42,0.0,0.0,TN,TENNESSEE
2023,43,1444223.13464737,9154.466611395697,TX,TEXAS
2023,44,4120.224100062366,511.18215823202587,UT,UTAH
2023,45,0.0,0.0,VT,VERMONT
2023,46,52.92753409316313,3.150339696027777,VA,VIRGINIA
2023,47,1579091.414998215,17593.5599354666,WA,WASHINGTON
2023,48,0.0,0.0,WV,WEST VIRGINIA
2023,49,10482.771606661587,34.33033221839887,WI,WISCONSIN
2023,50,5085.848345025278,86.04868795715903,WY,WYOMING
2024,0,424.330324627613,2.3093216978351627,AL,ALABAMA
2024,2,0.8591605111221119,16.16684531782318,AZ,ARIZONA
2024,3,61938.854490144084,567.1994048640348,AR,ARKANSAS
2024,4,3067.969486228023,186.72543072660068,CA,CALIFORNIA
2024,5,706584.1803194084,12228.04910036959,CO,COLORADO
2024,6,0.0,0.0,CT,CONNECTICUT
2024,7,0.0,0.0,DE,DELAWARE
2024,8,0.0,0.0,DC,DISTRICT OF COLUMBIA
2024,9,0.0,0.0,FL,FLORIDA
2024,10,0.0,0.0,GA,GEORGIA
2024,12,26065.1648216064,1000.2515001934458,ID,IDAHO
2024,13,3284.379215779896,15.605930516585433,IL,ILLINOIS
2024,14,18910.53302323267,81.72799999872564,IN,INDIANA
2024,15,0.0,0.0,IA,IOWA
2024,16,7271629.87409161,30989.078911484634,KS,KANSAS
2024,17,2228.6289504702045,72.33365204449557,KY,KENTUCKY
2024,18,32211.66251070624,300.15876081728,LA,LOUISIANA
2024,19,0.0,0.0,ME,MAINE
2024,20,0.0,0.0,MD,MARYLAND
2024,21,0.0,0.0,MA,MASSACHUSETTS
2024,22,1778.918288111116,3.2931344415782466,MI,MICHIGAN
2024,23,418540.17235295207,1380.657350192179,MN,MINNESOTA
2024,24,16.091589018131152,0.08073786775551803,MS,MISSISSIPPI
2024,25,14188.518336905983,93.91441777704998,MO,MISSOURI
2024,26,5443947.9481603205,39512.07137741981,MT,MONTANA
2024,27,883812.4128682457,4097.478747573479,NE,NEBRASKA
2024,28,2828.4975842691365,433.819949548561,NV,NEVADA
2024,29,0.0,0.0,NH,NEW HAMPSHIRE
2024,30,0.0,0.0,NJ,NEW JERSEY
2024,31,11579.507856842532,374.9513053457255,NM,NEW MEXICO
2024,32,0.0,0.0,NY,NEW YORK
2024,33,8228.893093204111,42.29920355102762,NC,NORTH CAROLINA
2024,34,2738554.9321716353,11959.022497044649,ND,NORTH DAKOTA
2024,35,7616.376738773149,34.92835080479407,OH,OHIO
2024,36,5083066.343387539,21626.0501990737,OK,OKLAHOMA
