region_id,region_name,crop,scenario,year,area_in_drought(% of planted)
4,Midwest,corn,hist,1982,11.12794865
4,Midwest,corn,hist,1983,8.451627906
4,Midwest,corn,hist,1984,10.57296159
4,Midwest,corn,hist,1985,9.390164402
4,Midwest,corn,hist,1986,4.268640837
4,Midwest,corn,hist,1987,37.87239001
4,Midwest,corn,hist,1988,65.61852807
4,Midwest,corn,hist,1989,31.26599205
4,Midwest,corn,hist,1990,5.077350931
4,Midwest,corn,hist,1991,19.84378684
4,Midwest,corn,hist,1992,16.2308156
4,Midwest,corn,hist,1993,1.402962373
4,Midwest,corn,hist,1994,4.981794474
4,Midwest,corn,hist,1995,1.156349556
4,Midwest,corn,hist,1996,12.28174788
4,Midwest,corn,hist,1997,6.446466599
4,Midwest,corn,hist,1998,7.691325483
4,Midwest,corn,hist,1999,7.603070995
4,Midwest,corn,hist,2000,48.81811524
4,Midwest,corn,hist,2001,26.61189047
4,Midwest,corn,hist,2002,24.39939871
4,Midwest,corn,hist,2003,45.3661233
4,Midwest,corn,hist,2004,25.95138668
4,Midwest,corn,hist,2005,38.86535176
4,Midwest,corn,hist,2006,48.06769378
4,Midwest,corn,hist,2007,33.26139582
4,Midwest,corn,hist,2008,1.829017182
4,Midwest,corn,hist,2009,2.362383996
4,Midwest,corn,hist,2010,4.183694651
4,Midwest,corn,hist,2011,7.516250757
4,Midwest,corn,hist,2012,58.07131935
4,Midwest,corn,hist,2013,8.547522561
4,Midwest,corn,hist,2014,4.563661255
4,Midwest,corn,hist,2015,10.97695243
5,N. Great Plains,corn,hist,1981,9.701553577
5,N. Great Plains,corn,hist,1982,0.536728304
5,N. Great Plains,corn,hist,1983,0.10645484
5,N. Great Plains,corn,hist,1984,0.440122051
5,N. Great Plains,corn,hist,1985,0.37400018
5,N. Great Plains,corn,hist,1986,0.005906426
5,N. Great Plains,corn,hist,1987,2.048469684
5,N. Great Plains,corn,hist,1988,6.46727681
5,N. Great Plains,corn,hist,1989,10.7205688
5,N. Great Plains,corn,hist,1990,2.252883326
5,N. Great Plains,corn,hist,1991,1.05627007
5,N. Great Plains,corn,hist,1992,2.702698097
5,N. Great Plains,corn,hist,1993,0.043737379
5,N. Great Plains,corn,hist,1994,2.436962362
5,N. Great Plains,corn,hist,1995,0.003334587
5,N. Great Plains,corn,hist,1996,0.813370768
5,N. Great Plains,corn,hist,1997,1.078543505
5,N. Great Plains,corn,hist,1998,0.84309457
5,N. Great Plains,corn,hist,1999,0.055436434
5,N. Great Plains,corn,hist,2000,11.23251268
5,N. Great Plains,corn,hist,2001,0.355333638
5,N. Great Plains,corn,hist,2002,10.59341035
5,N. Great Plains,corn,hist,2003,9.337685836
5,N. Great Plains,corn,hist,2004,9.441552298
5,N. Great Plains,corn,hist,2005,6.723727758
5,N. Great Plains,corn,hist,2006,10.64478594
5,N. Great Plains,corn,hist,2007,0.775188239
5,N. Great Plains,corn,hist,2008,0.890513899
5,N. Great Plains,corn,hist,2009,0.030431274
5,N. Great Plains,corn,hist,2010,0.048050247
5,N. Great Plains,corn,hist,2011,0.37868687
5,N. Great Plains,corn,hist,2012,10.53850749
5,N. Great Plains,corn,hist,2013,3.574639959
5,N. Great Plains,corn,hist,2014,2.210466194
5,N. Great Plains,corn,hist,2015,4.371188826
6,S. Great Plains,corn,hist,1981,0.87425094
6,S. Great Plains,corn,hist,1982,0.248797034
6,S. Great Plains,corn,hist,1983,1.745589593
6,S. Great Plains,corn,hist,1984,1.219965929
6,S. Great Plains,corn,hist,1985,0.227697852
6,S. Great Plains,corn,hist,1986,0.639721634
6,S. Great Plains,corn,hist,1987,0.277735659
6,S. Great Plains,corn,hist,1988,2.180294244
6,S. Great Plains,corn,hist,1989,2.488842353
6,S. Great Plains,corn,hist,1990,2.474998862
6,S. Great Plains,corn,hist,1991,2.527904724
6,S. Great Plains,corn,hist,1992,2.06018759
6,S. Great Plains,corn,hist,1993,0.488536335
6,S. Great Plains,corn,hist,1994,4.036134751
6,S. Great Plains,corn,hist,1995,0.704380216
6,S. Great Plains,corn,hist,1996,3.75940751
6,S. Great Plains,corn,hist,1997,1.370365603
6,S. Great Plains,corn,hist,1998,2.293008522
6,S. Great Plains,corn,hist,1999,0.160439641
6,S. Great Plains,corn,hist,2000,4.978671575
6,S. Great Plains,corn,hist,2001,0.70105627
6,S. Great Plains,corn,hist,2002,4.914945674
6,S. Great Plains,corn,hist,2003,3.497034486
6,S. Great Plains,corn,hist,2004,2.631597456
6,S. Great Plains,corn,hist,2005,2.360865826
6,S. Great Plains,corn,hist,2006,6.840968811
6,S. Great Plains,corn,hist,2007,0.415612626
6,S. Great Plains,corn,hist,2008,3.110359189
6,S. Great Plains,corn,hist,2009,2.335673562
6,S. Great Plains,corn,hist,2010,0.218439114
6,S. Great Plains,corn,hist,2011,5.53054632
6,S. Great Plains,corn,hist,2012,5.569675463
6,S. Great Plains,corn,hist,2013,3.265614959
6,S. Great Plains,corn,hist,2014,4.635976011
6,S. Great Plains,corn,hist,2015,2.127903785
8,Northwest,corn,hist,1981,0.123858269
8,Northwest,corn,hist,1982,0.172550476
8,Northwest,corn,hist,1983,0.008382389
8,Northwest,corn,hist,1984,0.011128061
8,Northwest,corn,hist,1985,0.205166732
8,Northwest,corn,hist,1986,0.14791488
8,Northwest,corn,hist,1987,0.305203728
8,Northwest,corn,hist,1988,0.269717832
8,Northwest,corn,hist,1989,0.206281033
8,Northwest,corn,hist,1990,0.449178607
8,Northwest,corn,hist,1991,0.187411673
8,Northwest,corn,hist,1992,0.484931813
8,Northwest,corn,hist,1993,0.027395668
8,Northwest,corn,hist,1994,0.398240504
8,Northwest,corn,hist,1995,0.027422795
8,Northwest,corn,hist,1996,0.002362719
8,Northwest,corn,hist,1997,0
8,Northwest,corn,hist,1998,0.003725795
8,Northwest,corn,hist,1999,0.076368266
8,Northwest,corn,hist,2000,0.117365677
8,Northwest,corn,hist,2001,0.08263979
8,Northwest,corn,hist,2002,0.056776842
8,Northwest,corn,hist,2003,0.118394986
8,Northwest,corn,hist,2004,0.110414938
8,Northwest,corn,hist,2005,0.038038549
8,Northwest,corn,hist,2006,0.066014233
8,Northwest,corn,hist,2007,0.119206858
8,Northwest,corn,hist,2008,0.004934074
8,Northwest,corn,hist,2009,0.018385288
8,Northwest,corn,hist,2010,4.36E-06
8,Northwest,corn,hist,2011,0.014758258
8,Northwest,corn,hist,2012,0.043085986
8,Northwest,corn,hist,2013,0.128712699
8,Northwest,corn,hist,2014,0.067686029
8,Northwest,corn,hist,2015,0.220684526
7,Southwest,corn,hist,1981,0.163807062
7,Southwest,corn,hist,1982,0.054279884
7,Southwest,corn,hist,1983,0.075665287
7,Southwest,corn,hist,1984,0.053684967
7,Southwest,corn,hist,1985,0.073220103
7,Southwest,corn,hist,1986,0.084323361
7,Southwest,corn,hist,1987,0.075404003
7,Southwest,corn,hist,1988,0.108500409
7,Southwest,corn,hist,1989,0.545950393
7,Southwest,corn,hist,1990,0.798421371
7,Southwest,corn,hist,1991,0.231458562
7,Southwest,corn,hist,1992,0.255988819
7,Southwest,corn,hist,1993,0.040011449
7,Southwest,corn,hist,1994,1.315916384
7,Southwest,corn,hist,1995,0.113899308
7,Southwest,corn,hist,1996,0.456189425
7,Southwest,corn,hist,1997,0.700497172
7,Southwest,corn,hist,1998,0.39851223
7,Southwest,corn,hist,1999,0.447420821
7,Southwest,corn,hist,2000,1.213686886
7,Southwest,corn,hist,2001,0.524656738
7,Southwest,corn,hist,2002,1.620219569
7,Southwest,corn,hist,2003,1.181377404
7,Southwest,corn,hist,2004,1.55536169
7,Southwest,corn,hist,2005,0.576255217
7,Southwest,corn,hist,2006,1.3024845
7,Southwest,corn,hist,2007,0.353756721
7,Southwest,corn,hist,2008,0.671110417
7,Southwest,corn,hist,2009,0.58433412
7,Southwest,corn,hist,2010,0.133902392
7,Southwest,corn,hist,2011,1.248918484
7,Southwest,corn,hist,2012,1.72725388
7,Southwest,corn,hist,2013,1.111199833
7,Southwest,corn,hist,2014,1.066034445
7,Southwest,corn,hist,2015,0.372382518
1,Northeast,corn,SSP3-4.5-NF-cooler,2021,1.036020188
1,Northeast,corn,SSP3-4.5-NF-cooler,2022,0.369488535
1,Northeast,corn,SSP3-4.5-NF-cooler,2023,0.128233629
1,Northeast,corn,SSP3-4.5-NF-cooler,2024,0.019554595
1,Northeast,corn,SSP3-4.5-NF-cooler,2025,1.80963927
1,Northeast,corn,SSP3-4.5-NF-cooler,2026,0.87837508
1,Northeast,corn,SSP3-4.5-NF-cooler,2027,1.506209105
1,Northeast,corn,SSP3-4.5-NF-cooler,2028,2.113532469
1,Northeast,corn,SSP3-4.5-NF-cooler,2029,0.009051748
1,Northeast,corn,SSP3-4.5-NF-cooler,2030,0.042598624
1,Northeast,corn,SSP3-4.5-NF-cooler,2031,4.351856591
1,Northeast,corn,SSP3-4.5-NF-cooler,2032,0.509960214
1,Northeast,corn,SSP3-4.5-NF-cooler,2033,1.88969379
1,Northeast,corn,SSP3-4.5-NF-cooler,2034,0.340606196
1,Northeast,corn,SSP3-4.5-NF-cooler,2035,1.495195244
1,Northeast,corn,SSP3-4.5-NF-cooler,2036,0.003787115
1,Northeast,corn,SSP3-4.5-NF-cooler,2037,0.834964475
1,Northeast,corn,SSP3-4.5-NF-cooler,2038,0.396274443
1,Northeast,corn,SSP3-4.5-NF-cooler,2039,4.22365416
1,Northeast,corn,SSP3-4.5-NF-cooler,2040,0.328331126
1,Northeast,corn,SSP3-4.5-NF-cooler,2041,2.828723185
1,Northeast,corn,SSP3-4.5-NF-cooler,2042,2.683574084
1,Northeast,corn,SSP3-4.5-NF-cooler,2043,0.000328941
1,Northeast,corn,SSP3-4.5-NF-cooler,2044,0.206923891
1,Northeast,corn,SSP3-4.5-NF-cooler,2045,1.374949011
1,Northeast,corn,SSP3-4.5-NF-cooler,2046,2.835099109
1,Northeast,corn,SSP3-4.5-NF-cooler,2047,2.070251066
1,Northeast,corn,SSP3-4.5-NF-cooler,2048,0.371520199
1,Northeast,corn,SSP3-4.5-NF-cooler,2049,0.01638171
1,Northeast,corn,SSP3-4.5-NF-cooler,2050,2.733447482
1,Northeast,corn,SSP3-4.5-NF-cooler,2051,0.147322029
1,Northeast,corn,SSP3-4.5-NF-cooler,2052,4.583163312
1,Northeast,corn,SSP3-4.5-NF-cooler,2053,0.534046951
1,Northeast,corn,SSP3-4.5-NF-cooler,2054,0.010009756
1,Northeast,corn,SSP3-4.5-NF-cooler,2055,0.805026899
1,Northeast,corn,SSP3-4.5-NF-hotter,2021,0.805332345
1,Northeast,corn,SSP3-4.5-NF-hotter,2022,0.33557296
1,Northeast,corn,SSP3-4.5-NF-hotter,2023,0.263155615
1,Northeast,corn,SSP3-4.5-NF-hotter,2024,0.008396778
1,Northeast,corn,SSP3-4.5-NF-hotter,2025,1.421122534
1,Northeast,corn,SSP3-4.5-NF-hotter,2026,0.852501409
1,Northeast,corn,SSP3-4.5-NF-hotter,2027,1.8697889
1,Northeast,corn,SSP3-4.5-NF-hotter,2028,2.836484163
1,Northeast,corn,SSP3-4.5-NF-hotter,2029,0.00684207
1,Northeast,corn,SSP3-4.5-NF-hotter,2030,0.181898191
1,Northeast,corn,SSP3-4.5-NF-hotter,2031,5.402700303
1,Northeast,corn,SSP3-4.5-NF-hotter,2032,1.312224806
1,Northeast,corn,SSP3-4.5-NF-hotter,2033,3.958605358
1,Northeast,corn,SSP3-4.5-NF-hotter,2034,0.645459377
1,Northeast,corn,SSP3-4.5-NF-hotter,2035,2.021724861
1,Northeast,corn,SSP3-4.5-NF-hotter,2036,0.019101271
1,Northeast,corn,SSP3-4.5-NF-hotter,2037,0.9763693
1,Northeast,corn,SSP3-4.5-NF-hotter,2038,0.777640105
1,Northeast,corn,SSP3-4.5-NF-hotter,2039,5.342245341
1,Northeast,corn,SSP3-4.5-NF-hotter,2040,1.315972107
1,Northeast,corn,SSP3-4.5-NF-hotter,2041,5.48127467
1,Northeast,corn,SSP3-4.5-NF-hotter,2042,4.165869817
1,Northeast,corn,SSP3-4.5-NF-hotter,2043,0.010799969
1,Northeast,corn,SSP3-4.5-NF-hotter,2044,0.254218638
1,Northeast,corn,SSP3-4.5-NF-hotter,2045,3.900941702
1,Northeast,corn,SSP3-4.5-NF-hotter,2046,3.885935358
1,Northeast,corn,SSP3-4.5-NF-hotter,2047,5.218213726
1,Northeast,corn,SSP3-4.5-NF-hotter,2048,0.849182508
1,Northeast,corn,SSP3-4.5-NF-hotter,2049,0.205503227
1,Northeast,corn,SSP3-4.5-NF-hotter,2050,4.12166574
1,Northeast,corn,SSP3-4.5-NF-hotter,2051,0.563255397
1,Northeast,corn,SSP3-4.5-NF-hotter,2052,6.339699255
1,Northeast,corn,SSP3-4.5-NF-hotter,2053,1.564041495
1,Northeast,corn,SSP3-4.5-NF-hotter,2054,0.319051612
1,Northeast,corn,SSP3-4.5-NF-hotter,2055,2.154533515
1,Northeast,corn,RCP4.5-NF-cooler,2021,1.990046561
1,Northeast,corn,RCP4.5-NF-cooler,2022,0.734200171
1,Northeast,corn,RCP4.5-NF-cooler,2023,0.367856198
1,Northeast,corn,RCP4.5-NF-cooler,2024,0.012377209
1,Northeast,corn,RCP4.5-NF-cooler,2025,2.792294323
1,Northeast,corn,RCP4.5-NF-cooler,2026,1.015889581
1,Northeast,corn,RCP4.5-NF-cooler,2027,1.536924751
1,Northeast,corn,RCP4.5-NF-cooler,2028,1.865415456
1,Northeast,corn,RCP4.5-NF-cooler,2029,0.011289047
1,Northeast,corn,RCP4.5-NF-cooler,2030,0.063154824
1,Northeast,corn,RCP4.5-NF-cooler,2031,3.685980475
1,Northeast,corn,RCP4.5-NF-cooler,2032,0.505985335
1,Northeast,corn,RCP4.5-NF-cooler,2033,1.186775402
1,Northeast,corn,RCP4.5-NF-cooler,2034,0.148392006
1,Northeast,corn,RCP4.5-NF-cooler,2035,2.42996848
1,Northeast,corn,RCP4.5-NF-cooler,2036,0.001706753
1,Northeast,corn,RCP4.5-NF-cooler,2037,1.039974482
1,Northeast,corn,RCP4.5-NF-cooler,2038,0.543646648
1,Northeast,corn,RCP4.5-NF-cooler,2039,3.853880788
1,Northeast,corn,RCP4.5-NF-cooler,2040,0.47255078
1,Northeast,corn,RCP4.5-NF-cooler,2041,2.649921314
1,Northeast,corn,RCP4.5-NF-cooler,2042,3.280235092
1,Northeast,corn,RCP4.5-NF-cooler,2043,0.003243817
1,Northeast,corn,RCP4.5-NF-cooler,2044,0.325488839
1,Northeast,corn,RCP4.5-NF-cooler,2045,1.036286355
1,Northeast,corn,RCP4.5-NF-cooler,2046,2.21172709
1,Northeast,corn,RCP4.5-NF-cooler,2047,1.823630336
1,Northeast,corn,RCP4.5-NF-cooler,2048,0.539804443
1,Northeast,corn,RCP4.5-NF-cooler,2049,0.032137281
1,Northeast,corn,RCP4.5-NF-cooler,2050,2.803087699
1,Northeast,corn,RCP4.5-NF-cooler,2051,0.110859073
1,Northeast,corn,RCP4.5-NF-cooler,2052,4.399439374
1,Northeast,corn,RCP4.5-NF-cooler,2053,0.427711165
1,Northeast,corn,RCP4.5-NF-cooler,2054,0.004625304
1,Northeast,corn,RCP4.5-NF-cooler,2055,1.075283526
1,Northeast,corn,RCP4.5-NF-hotter,2021,1.334291074
1,Northeast,corn,RCP4.5-NF-hotter,2022,0.581996763
1,Northeast,corn,RCP4.5-NF-hotter,2023,0.778211334
1,Northeast,corn,RCP4.5-NF-hotter,2024,0.020245033
1,Northeast,corn,RCP4.5-NF-hotter,2025,1.889234031
1,Northeast,corn,RCP4.5-NF-hotter,2026,1.102838988
1,Northeast,corn,RCP4.5-NF-hotter,2027,1.52607017
1,Northeast,corn,RCP4.5-NF-hotter,2028,2.13656145
1,Northeast,corn,RCP4.5-NF-hotter,2029,0.086703406
1,Northeast,corn,RCP4.5-NF-hotter,2030,0.28683267
1,Northeast,corn,RCP4.5-NF-hotter,2031,4.201779944
1,Northeast,corn,RCP4.5-NF-hotter,2032,1.380952187
1,Northeast,corn,RCP4.5-NF-hotter,2033,2.502805748
1,Northeast,corn,RCP4.5-NF-hotter,2034,0.37763524
1,Northeast,corn,RCP4.5-NF-hotter,2035,3.046669504
1,Northeast,corn,RCP4.5-NF-hotter,2036,0.011945759
1,Northeast,corn,RCP4.5-NF-hotter,2037,1.141789428
1,Northeast,corn,RCP4.5-NF-hotter,2038,0.79075592
1,Northeast,corn,RCP4.5-NF-hotter,2039,4.387047138
1,Northeast,corn,RCP4.5-NF-hotter,2040,1.029756393
1,Northeast,corn,RCP4.5-NF-hotter,2041,3.752837988
1,Northeast,corn,RCP4.5-NF-hotter,2042,3.67235001
1,Northeast,corn,RCP4.5-NF-hotter,2043,0.0153527
1,Northeast,corn,RCP4.5-NF-hotter,2044,0.374906676
1,Northeast,corn,RCP4.5-NF-hotter,2045,2.152529351
1,Northeast,corn,RCP4.5-NF-hotter,2046,2.811025499
1,Northeast,corn,RCP4.5-NF-hotter,2047,3.17016962
1,Northeast,corn,RCP4.5-NF-hotter,2048,1.405486077
1,Northeast,corn,RCP4.5-NF-hotter,2049,0.168844556
1,Northeast,corn,RCP4.5-NF-hotter,2050,3.238170656
1,Northeast,corn,RCP4.5-NF-hotter,2051,0.31230093
1,Northeast,corn,RCP4.5-NF-hotter,2052,4.963114542
1,Northeast,corn,RCP4.5-NF-hotter,2053,1.511466835
1,Northeast,corn,RCP4.5-NF-hotter,2054,0.08634574
1,Northeast,corn,RCP4.5-NF-hotter,2055,1.749476214
1,Northeast,corn,SSP5-8.5-NF-cooler,2021,0.829150388
1,Northeast,corn,SSP5-8.5-NF-cooler,2022,0.289384022
1,Northeast,corn,SSP5-8.5-NF-cooler,2023,0.343182003
1,Northeast,corn,SSP5-8.5-NF-cooler,2024,0.02612037
1,Northeast,corn,SSP5-8.5-NF-cooler,2025,1.200004397
1,Northeast,corn,SSP5-8.5-NF-cooler,2026,0.901000159
1,Northeast,corn,SSP5-8.5-NF-cooler,2027,1.375849563
1,Northeast,corn,SSP5-8.5-NF-cooler,2028,2.053619313
1,Northeast,corn,SSP5-8.5-NF-cooler,2029,0.10704637
1,Northeast,corn,SSP5-8.5-NF-cooler,2030,0.210464913
1,Northeast,corn,SSP5-8.5-NF-cooler,2031,4.489674935
1,Northeast,corn,SSP5-8.5-NF-cooler,2032,0.423196517
1,Northeast,corn,SSP5-8.5-NF-cooler,2033,1.418879992
1,Northeast,corn,SSP5-8.5-NF-cooler,2034,0.285405579
1,Northeast,corn,SSP5-8.5-NF-cooler,2035,1.72916942
1,Northeast,corn,SSP5-8.5-NF-cooler,2036,0.00533751
1,Northeast,corn,SSP5-8.5-NF-cooler,2037,0.87618615
1,Northeast,corn,SSP5-8.5-NF-cooler,2038,0.256634568
1,Northeast,corn,SSP5-8.5-NF-cooler,2039,3.865737748
1,Northeast,corn,SSP5-8.5-NF-cooler,2040,0.352897969
1,Northeast,corn,SSP5-8.5-NF-cooler,2041,3.081627526
1,Northeast,corn,SSP5-8.5-NF-cooler,2042,2.845315164
1,Northeast,corn,SSP5-8.5-NF-cooler,2043,0.028702774
1,Northeast,corn,SSP5-8.5-NF-cooler,2044,0.02152742
1,Northeast,corn,SSP5-8.5-NF-cooler,2045,1.133897504
1,Northeast,corn,SSP5-8.5-NF-cooler,2046,2.772254261
1,Northeast,corn,SSP5-8.5-NF-cooler,2047,1.878891402
1,Northeast,corn,SSP5-8.5-NF-cooler,2048,0.440925482
1,Northeast,corn,SSP5-8.5-NF-cooler,2049,0.091080156
1,Northeast,corn,SSP5-8.5-NF-cooler,2050,2.230546846
1,Northeast,corn,SSP5-8.5-NF-cooler,2051,0.233801429
1,Northeast,corn,SSP5-8.5-NF-cooler,2052,4.390978731
1,Northeast,corn,SSP5-8.5-NF-cooler,2053,0.994690689
1,Northeast,corn,SSP5-8.5-NF-cooler,2054,0.082574995
1,Northeast,corn,SSP5-8.5-NF-cooler,2055,2.027704673
1,Northeast,corn,SSP5-8.5-NF-hotter,2021,0.747113648
1,Northeast,corn,SSP5-8.5-NF-hotter,2022,0.181217227
1,Northeast,corn,SSP5-8.5-NF-hotter,2023,0.092777521
1,Northeast,corn,SSP5-8.5-NF-hotter,2024,0.001919624
1,Northeast,corn,SSP5-8.5-NF-hotter,2025,1.384518441
1,Northeast,corn,SSP5-8.5-NF-hotter,2026,1.203718209
1,Northeast,corn,SSP5-8.5-NF-hotter,2027,1.564547705
1,Northeast,corn,SSP5-8.5-NF-hotter,2028,2.487028886
1,Northeast,corn,SSP5-8.5-NF-hotter,2029,0.004506055
1,Northeast,corn,SSP5-8.5-NF-hotter,2030,0.223624505
1,Northeast,corn,SSP5-8.5-NF-hotter,2031,4.849422632
1,Northeast,corn,SSP5-8.5-NF-hotter,2032,1.245193899
1,Northeast,corn,SSP5-8.5-NF-hotter,2033,2.457960921
1,Northeast,corn,SSP5-8.5-NF-hotter,2034,0.601222575
1,Northeast,corn,SSP5-8.5-NF-hotter,2035,2.660713158
1,Northeast,corn,SSP5-8.5-NF-hotter,2036,0.019939272
1,Northeast,corn,SSP5-8.5-NF-hotter,2037,0.655032611
1,Northeast,corn,SSP5-8.5-NF-hotter,2038,0.497488296
1,Northeast,corn,SSP5-8.5-NF-hotter,2039,4.891046108
1,Northeast,corn,SSP5-8.5-NF-hotter,2040,1.870753558
1,Northeast,corn,SSP5-8.5-NF-hotter,2041,5.945617348
1,Northeast,corn,SSP5-8.5-NF-hotter,2042,3.836054761
1,Northeast,corn,SSP5-8.5-NF-hotter,2043,0.031661766
1,Northeast,corn,SSP5-8.5-NF-hotter,2044,0.380818036
1,Northeast,corn,SSP5-8.5-NF-hotter,2045,2.460037311
1,Northeast,corn,SSP5-8.5-NF-hotter,2046,4.20166158
1,Northeast,corn,SSP5-8.5-NF-hotter,2047,3.549512128
1,Northeast,corn,SSP5-8.5-NF-hotter,2048,1.695828128
1,Northeast,corn,SSP5-8.5-NF-hotter,2049,0.311346025
1,Northeast,corn,SSP5-8.5-NF-hotter,2050,3.9327644
1,Northeast,corn,SSP5-8.5-NF-hotter,2051,0.397190589
1,Northeast,corn,SSP5-8.5-NF-hotter,2052,4.803033858
1,Northeast,corn,SSP5-8.5-NF-hotter,2053,1.350521903
1,Northeast,corn,SSP5-8.5-NF-hotter,2054,0.133186216
1,Northeast,corn,SSP5-8.5-NF-hotter,2055,1.742557033
1,Northeast,corn,RCP8.5-NF-cooler,2021,1.433052621
1,Northeast,corn,RCP8.5-NF-cooler,2022,0.48711876
1,Northeast,corn,RCP8.5-NF-cooler,2023,0.591641519
1,Northeast,corn,RCP8.5-NF-cooler,2024,0.04687616
1,Northeast,corn,RCP8.5-NF-cooler,2025,1.807890295
1,Northeast,corn,RCP8.5-NF-cooler,2026,1.200905862
1,Northeast,corn,RCP8.5-NF-cooler,2027,1.524825714
1,Northeast,corn,RCP8.5-NF-cooler,2028,2.287199867
1,Northeast,corn,RCP8.5-NF-cooler,2029,0.215814796
1,Northeast,corn,RCP8.5-NF-cooler,2030,0.192196966
1,Northeast,corn,RCP8.5-NF-cooler,2031,4.274572848
1,Northeast,corn,RCP8.5-NF-cooler,2032,0.622793595
1,Northeast,corn,RCP8.5-NF-cooler,2033,0.995696709
1,Northeast,corn,RCP8.5-NF-cooler,2034,0.180628501
1,Northeast,corn,RCP8.5-NF-cooler,2035,2.349172116
1,Northeast,corn,RCP8.5-NF-cooler,2036,0.010630194
1,Northeast,corn,RCP8.5-NF-cooler,2037,0.993664531
1,Northeast,corn,RCP8.5-NF-cooler,2038,0.470517394
1,Northeast,corn,RCP8.5-NF-cooler,2039,3.526364898
1,Northeast,corn,RCP8.5-NF-cooler,2040,0.582494614
1,Northeast,corn,RCP8.5-NF-cooler,2041,2.563937918
1,Northeast,corn,RCP8.5-NF-cooler,2042,3.112093277
1,Northeast,corn,RCP8.5-NF-cooler,2043,0.004563842
1,Northeast,corn,RCP8.5-NF-cooler,2044,0.054173815
1,Northeast,corn,RCP8.5-NF-cooler,2045,1.092291901
1,Northeast,corn,RCP8.5-NF-cooler,2046,2.299145323
1,Northeast,corn,RCP8.5-NF-cooler,2047,2.042450143
1,Northeast,corn,RCP8.5-NF-cooler,2048,0.615577504
1,Northeast,corn,RCP8.5-NF-cooler,2049,0.10550414
1,Northeast,corn,RCP8.5-NF-cooler,2050,2.613902743
1,Northeast,corn,RCP8.5-NF-cooler,2051,0.16505506
1,Northeast,corn,RCP8.5-NF-cooler,2052,4.621157686
1,Northeast,corn,RCP8.5-NF-cooler,2053,1.347764006
1,Northeast,corn,RCP8.5-NF-cooler,2054,0.063199332
